AgeConducteur,SexeConducteur,BonusMalus,FrequencePaiement,AgeVehicule,ClasseVehicule,PuissanceVehicule,CarburantVehicule,UsageVehicule,Garage,Region,PrimeCommerciale
24.0,F,76.0,Quarterly,3.0,Cheap,P12,Diesel,Private+trip to office,Opened collective parking,Paris area,612.4
37.0,M,50.0,Annual,2.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Headquarters,358.8
30.0,M,76.0,Half-yearly,9.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Paris area,254.8
50.0,M,50.0,Annual,15.0,Cheap,P10,Regular,Professional,Opened collective parking,Center,206.3
27.0,M,95.0,Half-yearly,15.0,Cheap,P10,Regular,Private+trip to office,Closed collective parking,Center,428.8
29.0,F,60.0,Half-yearly,10.0,Cheap,P9,Regular,Private+trip to office,Closed collective parking,Center,254.2
32.0,F,76.0,Half-yearly,7.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,576.6
30.0,F,57.99999999999999,Half-yearly,7.0,Cheap,P10,Diesel,Professional,Closed zbox,Center,451.9
42.0,F,50.0,Half-yearly,10.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,254.6
43.0,M,50.0,Annual,9.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,South West,231.3
31.0,M,60.0,Half-yearly,6.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Headquarters,359.6
25.0,F,76.0,Annual,3.0,Cheap,P8,Regular,Private+trip to office,Closed collective parking,Center,336.8
32.0,F,95.0,Half-yearly,7.0,Cheap,P10,Regular,Private+trip to office,Closed collective parking,South West,779.4
47.0,F,76.0,Annual,6.0,Cheap,P7,Regular,Private+trip to office,Street,Center,285.5
28.0,F,50.0,Half-yearly,10.0,Cheap,P8,Regular,Private+trip to office,Closed collective parking,Headquarters,135.4
39.0,M,64.0,Annual,13.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Center,210.2
43.0,M,50.0,Half-yearly,6.0,Expensive,P16,Regular,Professional,Closed zbox,Headquarters,760.5
64.0,F,83.0,Half-yearly,7.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Center,822.8
30.0,M,72.0,Annual,9.0,Cheap,P11,Diesel,Private+trip to office,Street,Center,358.1
39.0,M,63.0,Half-yearly,8.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Center,453.0
49.0,M,56.99999999999999,Half-yearly,8.0,Cheap,P11,Diesel,Private+trip to office,Opened collective parking,Center,269.6
27.0,M,80.0,Quarterly,9.0,Cheap,P10,Diesel,Private+trip to office,Street,Paris area,650.2
38.0,F,50.0,Monthly,3.0,Cheap,P10,Regular,Private+trip to office,Street,Headquarters,459.3
26.0,M,76.0,Annual,7.0,Cheap,P9,Regular,Private+trip to office,Opened collective parking,Headquarters,262.0
28.0,F,76.0,Half-yearly,17.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,304.9
29.0,M,85.0,Half-yearly,8.0,Cheap,P9,Regular,Private+trip to office,Street,Center,503.1
44.0,F,50.0,Half-yearly,1.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Headquarters,390.0
41.0,M,64.0,Annual,2.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Headquarters,665.8
54.0,M,50.0,Annual,8.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Headquarters,406.9
32.0,F,50.0,Half-yearly,10.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,179.5
33.0,M,76.0,Annual,9.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,357.4
30.0,F,76.0,Quarterly,14.0,Cheap,P10,Regular,Private+trip to office,Opened collective parking,Paris area,325.5
58.0,M,50.0,Annual,9.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,234.1
30.0,F,64.0,Half-yearly,5.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Center,460.0
55.0,F,50.0,Annual,6.0,Medium low,P14,Regular,Private+trip to office,Closed zbox,South West,408.5
26.0,F,85.0,Half-yearly,6.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,636.2
33.0,M,68.0,Annual,15.0,Cheap,P9,Regular,Private+trip to office,Street,Center,165.1
28.0,F,72.0,Quarterly,7.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,380.7
43.0,M,50.0,Half-yearly,16.0,Cheap,P9,Diesel,Professional,Closed zbox,South West,206.2
30.0,M,85.0,Quarterly,20.0,Cheap,P10,Diesel,Professional,Closed zbox,Center,229.5
28.0,M,68.0,Half-yearly,5.0,Cheap,P11,Regular,Private+trip to office,Closed collective parking,Paris area,479.2
31.0,M,51.0,Annual,12.0,Cheap,P5,Regular,Private+trip to office,Closed zbox,Headquarters,174.3
33.0,F,50.0,Half-yearly,0.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,263.7
32.0,M,85.0,Quarterly,2.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,1105.1
31.0,M,80.0,Half-yearly,8.0,Cheap,P10,Regular,Private+trip to office,Street,Paris area,406.1
53.0,M,50.0,Half-yearly,14.0,Cheap,P7,Regular,Private+trip to office,Opened collective parking,Headquarters,214.7
45.0,F,50.0,Half-yearly,4.0,Expensive,P15,Diesel,Private+trip to office,Closed zbox,Center,699.2
42.0,M,50.0,Annual,11.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Headquarters,240.7
42.0,M,62.0,Annual,2.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,369.5
39.0,M,50.0,Annual,2.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,262.3
25.0,M,85.0,Quarterly,7.0,Cheap,P11,Regular,Private+trip to office,Street,Center,559.8
49.0,F,72.0,Half-yearly,4.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,576.0
39.0,M,54.0,Half-yearly,9.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Headquarters,178.7
58.0,M,52.0,Half-yearly,13.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Headquarters,255.3
37.0,M,60.0,Half-yearly,8.0,Cheap,P10,Regular,Private+trip to office,Opened collective parking,Center,198.7
64.0,M,56.99999999999999,Annual,3.0,Medium low,P14,Regular,Private+trip to office,Closed zbox,Center,619.6
38.0,M,76.0,Annual,7.0,Medium low,P12,Regular,Private+trip to office,Opened collective parking,Headquarters,830.2
32.0,F,68.0,Half-yearly,10.0,Cheap,P7,Regular,Private+trip to office,Closed zbox,Center,138.4
50.0,M,69.0,Monthly,8.0,Cheap,P8,Regular,Private+trip to office,Closed collective parking,Center,180.9
27.0,M,64.0,Half-yearly,9.0,Cheap,P10,Diesel,Private+trip to office,Street,Center,302.9
27.0,F,72.0,Annual,7.0,Cheap,P8,Regular,Private+trip to office,Street,Center,331.4
52.0,M,50.0,Half-yearly,10.0,Medium,P12,Regular,Private+trip to office,Opened collective parking,Paris area,372.2
57.0,M,50.0,Annual,6.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Paris area,354.2
41.0,F,50.0,Annual,5.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,Center,211.4
30.0,M,68.0,Half-yearly,7.0,Cheap,P8,Regular,Private+trip to office,Street,Headquarters,251.9
48.0,M,50.0,Annual,12.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,178.9
56.0,M,50.0,Annual,5.0,Medium high,P14,Diesel,Private+trip to office,Closed zbox,Center,430.2
42.0,M,50.0,Annual,9.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,148.7
34.0,M,60.0,Annual,8.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Headquarters,321.1
49.0,F,90.0,Quarterly,0.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,Paris area,701.4
48.0,M,80.0,Quarterly,11.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,269.7
40.0,M,50.0,Monthly,9.0,Expensive,P16,Regular,Private+trip to office,Closed zbox,Paris area,849.0
40.0,M,50.0,Half-yearly,0.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Headquarters,525.9
36.0,F,56.99999999999999,Annual,6.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,South West,346.3
51.0,M,50.0,Half-yearly,1.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,Center,359.6
55.0,M,72.0,Half-yearly,15.0,Cheap,P12,Regular,Private+trip to office,Opened collective parking,Center,369.7
20.0,F,125.0,Half-yearly,8.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,South West,461.7
49.0,F,76.0,Half-yearly,7.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,594.4
39.0,M,50.0,Half-yearly,5.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,Center,301.1
50.0,M,50.0,Half-yearly,8.0,Cheap,P12,Regular,Private+trip to office,Street,Headquarters,379.2
30.0,M,60.0,Annual,8.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Center,217.0
49.0,M,50.0,Half-yearly,1.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Center,389.1
29.0,M,60.0,Monthly,5.0,Medium,P13,Diesel,Private+trip to office,Opened collective parking,Center,742.8
39.0,M,55.00000000000001,Half-yearly,6.0,Medium,P14,Regular,Private+trip to office,Street,Center,402.8
51.0,M,50.0,Annual,13.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,112.2
41.0,M,50.0,Annual,9.0,Medium low,P14,Diesel,Private+trip to office,Closed zbox,South West,259.2
29.0,F,72.0,Annual,5.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Headquarters,400.4
38.0,F,50.0,Annual,1.0,Cheap,P9,Regular,Private+trip to office,Closed collective parking,Paris area,344.0
63.0,M,62.0,Half-yearly,3.0,Cheap,P10,Diesel,Private+trip to office,Opened collective parking,Center,301.4
31.0,M,64.0,Half-yearly,8.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Headquarters,433.3
46.0,F,50.0,Half-yearly,8.0,Medium low,P11,Diesel,Private+trip to office,Street,South West,465.5
24.0,M,106.0,Quarterly,4.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Center,899.3
46.0,M,61.0,Half-yearly,8.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,214.3
30.0,M,64.0,Half-yearly,14.0,Cheap,P5,Regular,Private+trip to office,Closed zbox,Center,129.3
55.0,M,85.0,Annual,7.0,Cheap,P8,Regular,Private+trip to office,Closed collective parking,Paris area,461.8
49.0,F,70.0,Annual,2.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,643.0
32.0,F,56.99999999999999,Half-yearly,15.0,Cheap,P11,Diesel,Private+trip to office,Opened collective parking,Center,196.4
50.0,M,65.0,Monthly,7.0,Cheap,P11,Regular,Private+trip to office,Closed collective parking,Center,310.8
51.0,M,50.0,Annual,2.0,Cheap,P13,Diesel,Private+trip to office,Closed collective parking,Paris area,463.9
33.0,F,72.0,Half-yearly,5.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Paris area,290.2
27.0,M,64.0,Half-yearly,3.0,Cheap,P13,Diesel,Private+trip to office,Closed collective parking,Center,580.7
37.0,M,56.99999999999999,Annual,11.0,Cheap,P9,Regular,Private+trip to office,Closed collective parking,Headquarters,234.0
32.0,M,76.0,Half-yearly,0.0,Medium low,P13,Regular,Private+trip to office,Closed zbox,Headquarters,824.9
39.0,M,72.0,Half-yearly,6.0,Medium low,P14,Regular,Private+trip to office,Closed collective parking,Center,745.9
46.0,M,50.0,Half-yearly,22.0,Cheap,P10,Diesel,Private+trip to office,Closed collective parking,Headquarters,263.0
27.0,F,72.0,Half-yearly,3.0,Medium high,P15,Regular,Private+trip to office,Closed zbox,Paris area,860.1
45.0,M,50.0,Half-yearly,5.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,251.3
33.0,M,90.0,Half-yearly,9.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,South West,419.6
49.0,M,50.0,Half-yearly,2.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,279.2
35.0,F,50.0,Half-yearly,5.0,Medium low,P13,Regular,Private+trip to office,Closed collective parking,Center,350.8
21.0,M,88.0,Annual,9.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Headquarters,465.3
27.0,M,85.0,Half-yearly,12.0,Medium low,P13,Diesel,Private+trip to office,Opened collective parking,Center,683.9
52.0,M,50.0,Annual,0.0,Medium high,P15,Diesel,Private+trip to office,Closed collective parking,Headquarters,981.8
30.0,M,54.0,Half-yearly,10.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,277.1
36.0,M,90.0,Quarterly,9.0,Medium,P14,Regular,Private+trip to office,Closed collective parking,Center,596.8
54.0,M,50.0,Half-yearly,1.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,South West,327.0
67.0,M,125.0,Quarterly,0.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,1103.1
49.0,M,50.0,Half-yearly,1.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,217.7
27.0,M,80.0,Half-yearly,4.0,Cheap,P13,Diesel,Professional,Opened collective parking,Center,785.2
46.0,M,50.0,Half-yearly,7.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Center,382.0
33.0,M,60.0,Half-yearly,10.0,Cheap,P8,Regular,Private+trip to office,Closed collective parking,Headquarters,221.1
31.0,F,68.0,Half-yearly,10.0,Cheap,P12,Regular,Private+trip to office,Closed collective parking,Paris area,499.1
55.0,F,57.99999999999999,Half-yearly,5.0,Cheap,P10,Diesel,Private+trip to office,Closed collective parking,Headquarters,364.7
32.0,M,64.0,Half-yearly,9.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Headquarters,222.0
32.0,M,64.0,Half-yearly,7.0,Cheap,P11,Regular,Private+trip to office,Closed collective parking,Center,418.9
35.0,F,50.0,Annual,3.0,Medium low,P13,Diesel,Private+trip to office,Opened collective parking,Center,434.1
22.0,M,90.0,Quarterly,15.0,Cheap,P9,Regular,Private+trip to office,Street,Center,490.8
43.0,M,52.0,Annual,5.0,Cheap,P8,Regular,Private+trip to office,Closed collective parking,Center,142.9
49.0,M,50.0,Half-yearly,8.0,Expensive,P15,Diesel,Private+trip to office,Closed zbox,Center,618.6
52.0,F,54.0,Annual,7.0,Medium low,P14,Regular,Private+trip to office,Closed zbox,Headquarters,598.5
39.0,M,50.0,Half-yearly,3.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Center,426.9
44.0,M,62.0,Half-yearly,11.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Paris area,307.2
33.0,F,54.0,Quarterly,9.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,Center,254.8
27.0,M,100.0,Half-yearly,5.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,637.6
43.0,M,50.0,Half-yearly,11.0,Cheap,P11,Regular,Private+trip to office,Opened collective parking,Headquarters,226.2
27.0,F,95.0,Half-yearly,9.0,Cheap,P9,Regular,Private+trip to office,Opened collective parking,Headquarters,481.0
41.0,F,56.99999999999999,Half-yearly,11.0,Cheap,P10,Regular,Private+trip to office,Opened collective parking,Center,242.4
32.0,M,56.99999999999999,Half-yearly,18.0,Cheap,P10,Regular,Private+trip to office,Closed collective parking,South West,200.6
27.0,M,80.0,Half-yearly,11.0,Cheap,P9,Regular,Private+trip to office,Closed collective parking,Headquarters,426.8
45.0,F,50.0,Half-yearly,11.0,Cheap,P13,Regular,Private+trip to office,Closed collective parking,South West,218.1
43.0,F,50.0,Half-yearly,3.0,Expensive,P15,Regular,Private+trip to office,Closed zbox,Center,873.6
26.0,F,76.0,Half-yearly,16.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,167.8
42.0,M,59.0,Half-yearly,20.0,Cheap,P5,Regular,Private+trip to office,Closed zbox,Center,115.2
62.0,M,50.0,Half-yearly,9.0,Cheap,P8,Regular,Professional,Street,Paris area,228.8
28.0,F,95.0,Half-yearly,11.0,Cheap,P8,Regular,Private+trip to office,Street,Paris area,385.8
51.0,M,50.0,Annual,11.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,306.8
33.0,M,68.0,Half-yearly,11.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Paris area,226.0
28.0,F,76.0,Annual,5.0,Cheap,P10,Diesel,Private+trip to office,Street,South West,598.9
28.0,F,76.0,Half-yearly,7.0,Cheap,P11,Regular,Private+trip to office,Street,Center,424.8
61.0,M,50.0,Annual,1.0,Medium high,P16,Diesel,Private+trip to office,Closed zbox,Center,601.6
30.0,M,61.0,Annual,7.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,336.6
41.0,M,51.0,Annual,9.0,Medium,P13,Diesel,Private+trip to office,Closed zbox,Headquarters,412.2
43.0,F,50.0,Half-yearly,14.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,205.9
39.0,M,56.99999999999999,Annual,10.0,Cheap,P10,Diesel,Private+trip to office,Closed collective parking,Headquarters,248.7
32.0,F,50.0,Annual,5.0,Cheap,P12,Regular,Private+trip to office,Closed collective parking,Paris area,380.8
48.0,F,90.0,Annual,3.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Paris area,605.4
60.0,F,50.0,Annual,4.0,Cheap,P9,Diesel,Private+trip to office,Closed zbox,Paris area,239.2
43.0,F,50.0,Half-yearly,8.0,Cheap,P8,Regular,Private+trip to office,Closed collective parking,Headquarters,249.7
43.0,M,50.0,Half-yearly,1.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Headquarters,481.0
41.0,F,50.0,Annual,3.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Headquarters,567.4
33.0,M,75.0,Half-yearly,5.0,Cheap,P12,Diesel,Professional,Closed collective parking,Headquarters,1112.9
32.0,F,90.0,Half-yearly,6.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,Paris area,630.6
32.0,M,50.0,Annual,6.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Paris area,542.5
63.0,M,50.0,Annual,4.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Headquarters,343.7
25.0,F,118.0,Half-yearly,11.0,Cheap,P9,Regular,Private+trip to office,Street,Center,450.3
38.0,M,50.0,Annual,7.0,Cheap,P10,Diesel,Private+trip to office,Street,Headquarters,249.9
33.0,F,56.99999999999999,Half-yearly,12.0,Cheap,P11,Regular,Private+trip to office,Opened collective parking,Headquarters,258.7
48.0,M,62.0,Annual,1.0,Expensive,P15,Diesel,Professional,Closed collective parking,Headquarters,1454.6
26.0,M,64.0,Half-yearly,3.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,463.8
41.0,F,50.0,Half-yearly,2.0,Cheap,P13,Diesel,Private+trip to office,Closed collective parking,Center,283.1
26.0,F,118.0,Annual,6.0,Cheap,P8,Regular,Private+trip to office,Street,Center,403.8
23.0,M,90.0,Half-yearly,11.0,Cheap,P11,Regular,Private+trip to office,Opened collective parking,Paris area,754.4
27.0,M,80.0,Half-yearly,7.0,Cheap,P12,Regular,Private+trip to office,Opened collective parking,South West,741.6
24.0,M,80.0,Quarterly,16.0,Cheap,P13,Regular,Private+trip to office,Closed collective parking,Center,462.0
29.0,M,60.0,Half-yearly,10.0,Medium low,P13,Diesel,Private+trip to office,Opened collective parking,South West,455.5
55.0,F,50.0,Annual,11.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Paris area,274.8
44.0,F,50.0,Half-yearly,10.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,Center,242.4
61.0,M,50.0,Annual,7.0,Medium high,P13,Diesel,Private+trip to office,Closed zbox,Center,467.2
40.0,F,55.00000000000001,Annual,8.0,Cheap,P12,Regular,Private+trip to office,Street,Paris area,407.8
30.0,M,64.0,Half-yearly,5.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Headquarters,449.1
30.0,M,68.0,Annual,6.0,Cheap,P10,Diesel,Private+trip to office,Closed collective parking,Center,316.8
46.0,F,50.0,Annual,2.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,316.9
46.0,M,50.0,Annual,8.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Headquarters,203.8
27.0,M,76.0,Annual,11.0,Cheap,P12,Regular,Private+trip to office,Street,Center,320.9
41.0,M,95.0,Annual,16.0,Cheap,P10,Regular,Private+trip to office,Closed collective parking,Headquarters,335.6
67.0,M,72.0,Half-yearly,7.0,Cheap,P9,Regular,Private+trip to office,Opened collective parking,Center,278.4
43.0,M,50.0,Half-yearly,7.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,369.0
26.0,F,72.0,Annual,4.0,Cheap,P10,Diesel,Private+trip to office,Street,Center,402.9
27.0,M,64.0,Annual,15.0,Cheap,P9,Diesel,Private+trip to office,Closed zbox,Center,189.1
43.0,F,72.0,Half-yearly,5.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Paris area,322.1
37.0,M,72.0,Half-yearly,7.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Paris area,473.4
38.0,M,85.0,Half-yearly,9.0,Cheap,P9,Diesel,Private+trip to office,Closed zbox,Center,279.2
26.0,M,68.0,Quarterly,3.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,625.3
59.0,M,52.0,Annual,10.0,Cheap,P9,Diesel,Private+trip to office,Opened collective parking,South West,189.5
34.0,M,59.0,Half-yearly,3.0,Medium low,P12,Diesel,Private+trip to office,Closed collective parking,Center,511.2
50.0,M,50.0,Annual,11.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Center,180.7
44.0,M,52.0,Annual,6.0,Medium low,P13,Regular,Private+trip to office,Closed collective parking,Center,394.8
38.0,F,68.0,Half-yearly,5.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Headquarters,487.9
62.0,M,68.0,Half-yearly,8.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,South West,333.8
25.0,M,72.0,Half-yearly,6.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,South West,455.4
40.0,F,50.0,Annual,7.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,Center,276.5
33.0,M,76.0,Half-yearly,0.0,Cheap,P11,Regular,Private+trip to office,Closed collective parking,Headquarters,817.9
44.0,F,50.0,Annual,7.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,214.7
31.0,M,54.0,Annual,1.0,Medium low,P13,Diesel,Private+trip to office,Closed collective parking,South West,633.0
45.0,M,50.0,Annual,11.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Headquarters,212.5
62.0,M,50.0,Half-yearly,6.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Center,307.8
36.0,M,50.0,Annual,11.0,Medium low,P11,Regular,Private+trip to office,Closed collective parking,Center,209.5
60.0,M,50.0,Annual,1.0,Medium low,P14,Diesel,Private+trip to office,Closed zbox,South West,460.2
41.0,F,50.0,Annual,10.0,Medium low,P12,Regular,Private+trip to office,Opened collective parking,Paris area,384.0
45.0,M,57.99999999999999,Annual,4.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,475.3
48.0,F,50.0,Annual,8.0,Medium low,P12,Regular,Private+trip to office,Closed zbox,Paris area,232.2
36.0,M,54.0,Half-yearly,7.0,Medium low,P14,Regular,Private+trip to office,Opened collective parking,Paris area,476.8
30.0,F,72.0,Half-yearly,12.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Center,290.4
25.0,M,85.0,Half-yearly,12.0,Cheap,P9,Regular,Private+trip to office,Opened collective parking,Paris area,419.0
34.0,F,60.0,Annual,2.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,301.8
31.0,M,54.0,Annual,14.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,179.5
34.0,M,64.0,Annual,6.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Paris area,431.3
38.0,M,64.0,Half-yearly,7.0,Expensive,P15,Regular,Private+trip to office,Closed zbox,Paris area,667.6
32.0,F,85.0,Quarterly,8.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,401.9
35.0,F,52.0,Annual,6.0,Cheap,P10,Regular,Private+trip to office,Opened collective parking,Center,380.1
32.0,F,50.0,Half-yearly,5.0,Cheap,P12,Regular,Private+trip to office,Street,Headquarters,473.8
62.0,M,50.0,Annual,3.0,Medium,P13,Diesel,Private+trip to office,Closed zbox,Headquarters,518.2
55.0,M,61.0,Half-yearly,6.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,800.5
26.0,M,68.0,Annual,12.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,287.3
51.0,M,50.0,Annual,2.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,387.9
61.0,M,50.0,Half-yearly,12.0,Cheap,P10,Diesel,Private+trip to office,Closed collective parking,Center,187.5
39.0,M,50.0,Half-yearly,3.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,467.8
40.0,M,50.0,Half-yearly,7.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Headquarters,315.6
24.0,M,95.0,Quarterly,13.0,Cheap,P11,Diesel,Private+trip to office,Opened collective parking,Center,594.2
45.0,M,50.0,Half-yearly,8.0,Cheap,P11,Diesel,Private+trip to office,Opened collective parking,Paris area,523.2
46.0,M,50.0,Half-yearly,9.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,229.1
45.0,M,50.0,Half-yearly,8.0,Medium,P14,Diesel,Private+trip to office,Closed zbox,Paris area,535.4
52.0,F,50.0,Annual,9.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,Center,167.1
31.0,F,80.0,Half-yearly,3.0,Medium low,P13,Diesel,Private+trip to office,Closed collective parking,Center,859.6
34.0,M,50.0,Annual,9.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,403.8
32.0,F,56.99999999999999,Half-yearly,5.0,Cheap,P10,Regular,Private+trip to office,Closed collective parking,Paris area,465.4
48.0,M,55.00000000000001,Half-yearly,18.0,Medium low,P12,Diesel,Private+trip to office,Closed collective parking,South West,333.6
57.0,M,50.0,Half-yearly,10.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,190.2
35.0,M,51.0,Half-yearly,11.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,175.0
42.0,M,56.99999999999999,Annual,3.0,Medium low,P14,Diesel,Private+trip to office,Closed zbox,Paris area,526.0
32.0,M,54.0,Half-yearly,5.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,453.0
33.0,M,53.0,Half-yearly,13.0,Medium low,P14,Regular,Private+trip to office,Closed zbox,Paris area,281.6
41.0,M,60.0,Half-yearly,4.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Headquarters,427.0
27.0,M,72.0,Annual,14.0,Cheap,P11,Regular,Private+trip to office,Street,Center,228.0
57.0,M,50.0,Annual,1.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Center,291.4
27.0,F,90.0,Annual,13.0,Cheap,P10,Regular,Private+trip to office,Closed collective parking,South West,387.6
33.0,M,50.0,Quarterly,7.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,365.4
48.0,M,50.0,Annual,11.0,Cheap,P10,Regular,Private+trip to office,Street,Center,219.8
45.0,M,56.00000000000001,Half-yearly,12.0,Cheap,P7,Regular,Private+trip to office,Closed collective parking,Headquarters,164.8
63.0,M,85.0,Half-yearly,2.0,Medium low,P14,Diesel,Private+trip to office,Closed zbox,Center,1076.1
31.0,F,56.99999999999999,Half-yearly,9.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Paris area,238.6
